Symbol,Description,Price,Price - Currency,Market capitalization,Market capitalization - Currency,"Price change %, 1 day","Performance %, 1 week","Performance %, 1 month","Performance %, 3 months","Performance %, 6 months","Performance %, Year to date","Performance %, 1 year","Performance %, 5 years",Price to earnings ratio,Sector,Industry,ISIN,"Dividend yield %, Trailing 12 months",Continuous dividend payout,Total common shares outstanding,Country or region of registration,"Price × average volume, 30 days","Price × average volume, 30 days - Currency"
META,"Meta Platforms, Inc.",589.9,USD,1502773918279.8796,USD,0.1919255396844261,12.148288973384027,-2.911502822627109,-4.112483745123548,-11.35854783693219,-10.988720811799773,-23.389610389610393,63.226342003320426,22.220380673278665,Technology services,Internet software/Services,US30303M1027,0.356675781714422,2,2205130000,United States,11846122009.508667,USD
TSLA,"Tesla, Inc.",319.53,USD,1261998899089.882,USD,-0.628207121754016,5.559960356788895,-23.366749808135076,-23.27750765352063,-20.29086736348443,-30.203145478374843,3.7805709831433263,34.652473271176,296.87819381213416,Consumer durables,Motor vehicles,US88160R1014,0,0,3949550000,United States,15102206715.187328,USD
MU,"Micron Technology, Inc.",881.47,USD,995526108966.5349,USD,-1.3121508301705154,11.137448227603125,-4.500492952405712,30.30822677211915,133.21471564827434,198.67683185091065,716.93234476367,985.5541871921182,19.955356435397004,Electronic technology,Semiconductors,US5951121038,0.0593378788387689,5,1129390000,United States,46647296793.750336,USD
WMT,Walmart Inc.,112.07,USD,891861895838.6221,USD,-0.24034181947659802,0.41214944897410066,-0.7949153742652878,-14.000690634232441,-11.95694869981932,0.5788647072021503,12.67846370400161,129.9503014345394,39.47933913411069,Retail trade,Specialty stores,US9311421039,0.858999465907068,46,7958080000,United States,2584092773.1776667,USD
SKHY,SK hynix Inc.,143.53,USD,849807585096.6793,USD,-4.965900814407734,5.142480404365989,-15.570588235294117,-15.570588235294117,-15.570588235294117,-15.570588235294117,-15.570588235294117,-15.570588235294117,,Electronic technology,Semiconductors,US78392B2060,0,0,7288651350,South Korea,,
AMD,"Advanced Micro Devices, Inc.",489.28,USD,797820234483.7814,USD,1.4998444144798178,6.365217391304342,-5.161753018937411,16.88764662318737,148.20169431339724,123.51758793969849,196.44350196910023,342.5870646766169,125.56910047478506,Electronic technology,Semiconductors,US0079031078,0,0,1630600000,United States,15492835013.453005,USD
ASML,ASML Holding N.V. - New York Registry Shares,1704.37,USD,646834288962.5482,USD,1.5581985675298746,3.604709829976837,-1.8855868172987038,10.779120329145348,24.19172672092803,50.32899379057295,147.85428633752633,117.25557680050986,53.06092587403879,Electronic technology,Semiconductors,USN070592100,0.45972143104003,18,385417991,Netherlands,3533372411.5013337,USD
INTC,Intel Corporation,99.81,USD,503441627838.31055,USD,-1.2368889768454383,15.373945208646395,-14.178847807394666,-10.732492621411323,103.27902240325865,164.2573471008737,396.0735586481113,85.31377645748236,,Electronic technology,Semiconductors,US4581401001,0,0,5044000000,United States,11930607115.179329,USD
CSCO,"Cisco Systems, Inc.",120.88,USD,476440640371.0393,USD,-0.5102880658436252,7.272485246483554,7.172621686319698,29.518356291197726,44.67117467536352,57.71413660382282,77.86933490288406,117.9195961781143,39.40796765990741,Electronic technology,Telecommunications equipment,US17275R1023,1.36625514403292,15,3941430000,United States,2619695079.4276667,USD
COST,Costco Wholesale Corporation,949.15,USD,420927918399.01294,USD,0.7600929946177739,-0.6167280951583166,-1.8986687613692745,-6.186371992804479,-3.9467692152001215,10.220173258703579,0.584975043184297,114.3857430036365,47.739641279964594,Retail trade,Specialty stores,US22160K1051,0.588116646673532,22,443479000,United States,2332938095.240667,USD
AMAT,"Applied Materials, Inc.",527.48,USD,418797702786.5496,USD,-1.265348906858339,9.326811474050738,-3.276794718987807,24.66734418945428,70.47929931159302,97.49887674105139,194.87924865831843,272.21183360970963,49.561213943437,Producer manufacturing,Industrial machinery,US0382221051,0.357517220724768,21,793959000,United States,5817654188.969334,USD
LRCX,Lam Research Corporation,305.77,USD,382387125107.7513,USD,-0.5367250016264505,-3.933519746143466,-5.1596594345621165,3.40023333276973,38.56437213939367,71.92578015181331,217.51817237798542,375.8325552443199,53.075854886304455,Producer manufacturing,Industrial machinery,US5128073062,0.338299394964544,13,1250570000,United States,4265190742.540667,USD
PLTR,Palantir Technologies Inc.,155.92,USD,374690264250.5889,USD,-1.5842959035536321,28.710582796764065,16.593135422119197,14.760975968792534,15.21466045961721,-13.998896856039725,-8.911932233094799,588.6925795053002,133.25356807110504,Technology services,Packaged software,US69608A1088,0,0,2300710000,United States,6044736375.6119995,USD
NFLX,"Netflix, Inc.",73.69,USD,306840721662.22437,USD,-0.687331536388147,3.0917739227755927,-5.380071905495631,-15.984494356401775,-9.047148852135273,-21.714649952193774,-36.11727581663084,40.62977099236641,23.215298342889547,Technology services,Internet software/Services,US64110L1061,0,0,4163939999.9999995,United States,3443322168.9220004,USD
ARM,Arm Holdings plc,286.68,USD,293251425659,USD,4.406730278971529,11.116279069767446,-6.292289085738568,32.13495575221239,154.34059353236037,154.08136134006918,108.63110399534243,411.01604278074865,294.09109560935576,Electronic technology,Semiconductors,US0420682058,0,0,1068000000,United Kingdom,1860248487.7319999,USD
PANW,"Palo Alto Networks, Inc.",359.49,USD,292984352958.9082,USD,-0.874096950311591,13.751859000727793,-0.10559368660905201,84.49576597382602,128.0883192690819,94.51869487581841,112.40177252584934,443.72123954333006,295.70617751089907,Technology services,Packaged software,US6974351057,0,0,815000000,United States,2366277716.4043336,USD
TXN,Texas Instruments Incorporated,278.4,USD,254248155414.58154,USD,0.24485092899321254,0.5707680080918951,-4.879698785712835,-4.817258709699487,23.3878473607233,59.11753779327293,50.73907628999945,44.72111036024326,42.353155949066675,Electronic technology,Semiconductors,US8825081040,2.04522540688463,46,913248000,United States,2593064931.0033326,USD
KLAC,KLA Corporation,193.22,USD,252398511385.4776,USD,0.2178423236514458,3.403617681686816,-11.007737656595433,6.361779779041405,40.3032327398414,53.38450913305443,118.72063934073647,449.63873243443135,52.63272588597423,Electronic technology,Semiconductors,US4824801009,0.4149377593361,22,1306280000,United States,3063219083.0269995,USD
